,X,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group,type
18,18,AL355472.1,ENSG00000231663,0.0256382685423521,0.679697943549682,-1.10484459123342,6.01624273729738e-70,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
19,19,AL451165.2,ENSG00000272288,0.0358653379000604,0.630370843694529,-0.733703433512152,5.26485653196776e-42,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
20,20,ALCAM,ENSG00000170017,0.0736266757378498,0.236624589335942,0.866841729945357,3.1320210180834e-42,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
21,21,ALG1,ENSG00000033011,-0.000303977116950278,0.999067062976705,-0.521557714637044,1.25938773165134e-17,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
22,22,ALG9,ENSG00000086848,-0.0782091436572149,0.192482238029674,0.630676596291693,6.8025843332759e-23,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
23,23,ALS2,ENSG00000003393,0.0198208511842737,0.726642587453294,0.551062335954367,8.76053117794669e-17,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
24,24,ANKRD9,ENSG00000156381,0.00422987116984721,0.942444846141101,0.784773568765519,2.34601913019119e-39,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
25,25,ANKS1A,ENSG00000064999,0.0133822159443509,0.799752140060838,0.851416319824443,3.3890010256473e-55,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
26,26,ANKZF1,ENSG00000163516,-0.0234378796532087,0.683390711127453,0.863424428015201,1.44537314036251e-47,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
27,27,AP2M1,ENSG00000161203,0.0220616404020692,0.435250251352205,0.762898574474225,1.81280749642818e-121,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
28,28,AP3M2,ENSG00000070718,0.0521802653423819,0.258437533032723,1.08531817279539,1.14767393392781e-92,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
29,29,APPBP2,ENSG00000062725,0.0614016897552096,0.192513670566574,0.789454375607719,2.01457174097402e-52,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
30,30,ARF5,ENSG00000004059,-0.030781066054644,0.339961283708415,2.29519568628084,0,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
31,31,ARFGAP1,ENSG00000101199,0.00672072404271395,0.971583486534684,0.628549952284491,1.03183298090995e-29,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
32,32,ARFGAP2,ENSG00000149182,-0.0239722144054826,0.589198662606707,1.26012714007958,7.98053382541909e-133,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
33,33,ARFGEF3,ENSG00000112379,0.0843456857888266,0.11626582551095,1.0079042753151,4.19846202582776e-63,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
34,34,ARPC1A,ENSG00000241685,0.0229494622215308,0.402248935431663,0.844750575605217,3.231728946904e-159,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
35,35,ASL,ENSG00000126522,0.0698694431385578,0.210085008469429,0.863031823287894,2.57568556819225e-42,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
36,36,ASNS,ENSG00000070669,0.0641157716208317,0.219895733255779,0.744092738473657,1.39057318242902e-37,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
37,37,ATAD2,ENSG00000156802,0.0367114584592826,0.514216626138139,1.45289795280707,3.55859548504685e-112,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
38,38,ATAD3A,ENSG00000197785,0.0538921189204613,0.251508304120783,0.508887919312497,1.15848814334707e-24,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
39,39,ATG16L2,ENSG00000168010,0.096632099305123,0.125051097605607,0.719539956097925,2.96826936541941e-26,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
40,40,ATG4C,ENSG00000125703,0.0758790112848048,0.234028397381597,-0.944376368810737,3.2860730730403e-51,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
41,41,ATP1B3,ENSG00000069849,-0.0172605244088084,0.683390711127453,-0.77915422920926,3.00786672043087e-103,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
42,42,ATP6AP1,ENSG00000071553,-0.058903436520359,0.247903710387124,0.539314640375469,5.87047658322425e-22,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
43,43,ATP6V0E2,ENSG00000171130,0.019919897132104,0.63929581007328,0.960654213176301,3.5945129647913e-94,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
44,44,AUH,ENSG00000148090,0.0249177601511761,0.699907063242333,0.90897784033795,5.99798485153237e-44,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
45,45,AURKA,ENSG00000087586,-0.00700650182006928,0.92921435304939,0.80431524432655,8.30027856466935e-32,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
46,46,BAG1,ENSG00000107262,-0.00474913132575838,0.914844496237591,0.609438201416624,1.22894145734749e-37,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
47,47,BAG5,ENSG00000166170,-0.00293390142620899,0.958766715973834,0.610510030022163,4.45393522859349e-31,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
48,48,BBS9,ENSG00000122507,-0.0511315478848247,0.431656343702275,0.524940704710107,1.70880191125362e-15,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
49,49,BCAR1,ENSG00000050820,0.0772180010402986,0.177400041708937,0.513790929296987,6.87504363566773e-17,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
50,50,BCOR,ENSG00000183337,-0.0748744126617328,0.163246186933397,0.63538727496294,1.12429402258032e-27,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
51,51,BCR,ENSG00000186716,-0.0149879207078674,0.85903486197004,-0.526742015545143,2.71955455195653e-16,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
52,52,BEND6,ENSG00000151917,-0.0193681555617017,0.737666009604781,0.613601550061173,8.54929609014061e-25,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
53,53,BICRAL,ENSG00000112624,0.0125934947372709,0.849895866057539,0.665393779400747,2.7952770665004e-24,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
54,54,BIRC2,ENSG00000110330,-0.0548446605005239,0.209259307286016,0.573160607458411,1.55361245707112e-33,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
55,55,BOD1L1,ENSG00000038219,0.0127356872951523,0.667265446486947,0.689546966458929,2.94571467817357e-106,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
56,56,BRMS1,ENSG00000174744,0.0677283320820784,0.132711351381208,0.529947597693859,8.71615923476487e-28,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
57,57,BRPF3,ENSG00000096070,0.0550344353314623,0.395689579964012,0.734976950455908,6.8018920015455e-34,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
58,58,BSDC1,ENSG00000160058,0.00289987094574766,0.989275186639062,0.57700999703642,6.80850298215482e-24,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
59,59,C10orf55,ENSG00000222047,0.0825075592418781,0.180422926826833,-0.517636396130671,8.86862866382023e-18,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
60,60,C12orf4,ENSG00000047621,0.0846403429517357,0.188893086585231,-0.548608946074193,1.86027477804301e-20,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
61,61,C1orf131,ENSG00000143633,-0.031945519613587,0.570132241697537,-0.945258424067414,1.78169950350441e-96,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
62,62,C1orf52,ENSG00000162642,0.0457409609538143,0.265338755345307,0.519174860468389,2.02344545610295e-33,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
63,63,C21orf58,ENSG00000160298,0.0381862060501521,0.452313542062212,1.44242562978214,5.25069387093415e-131,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
64,64,C22orf39,ENSG00000242259,-0.00177338146782523,0.966363825404625,0.631496120328284,8.92543174782721e-39,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
65,65,C2CD6,ENSG00000155754,0.0173981270588872,0.821346871912264,1.01251569318448,6.12578392848371e-63,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
66,66,CAND1,ENSG00000111530,0.0593112430694989,0.113517497862236,0.69743315842196,2.42401518653781e-64,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
67,67,CARD19,ENSG00000165233,0.0688733295364132,0.133225828704081,1.1503705547672,3.36791926353027e-102,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
68,68,CARS2,ENSG00000134905,-0.0388815081624657,0.410362613972181,0.872438235183338,1.49705457711301e-64,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
69,69,CBLL1,ENSG00000105879,0.0746834593682934,0.172952613796135,0.546471736844133,4.85355153415643e-22,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
70,70,CCAR2,ENSG00000158941,0.0309507962341613,0.572062213236819,0.547541556344919,2.2302282516126e-24,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
71,71,CCDC136,ENSG00000128596,-0.0163461322722431,0.777325685012543,0.829051350422369,3.70371314348768e-34,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
72,72,CCDC180,ENSG00000197816,0.0933818928371517,0.147116695276406,0.577205142828729,4.87344934030137e-17,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
73,73,CCDC47,ENSG00000108588,0.0515767174276752,0.130807672555967,0.641014834883072,1.33053151373576e-65,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
74,74,CCDC50,ENSG00000152492,-0.034426044157992,0.460560072420585,0.752629845676967,1.54357614561278e-51,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
75,75,CCDC58,ENSG00000160124,0.0502232976643511,0.353602887514273,-1.09480593777215,1.01528005773658e-116,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
76,76,CCNB2,ENSG00000157456,0.0847328842978453,0.155508449119836,1.1094219069184,2.50154722363031e-60,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
77,77,CCNL2,ENSG00000221978,-0.0257068637262527,0.606318823399388,0.554349711962296,5.73539705713748e-27,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
78,78,CCNT2,ENSG00000082258,-0.0628734929100271,0.220659919911582,0.632849772974316,1.80411702761458e-29,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
79,79,CDC14A,ENSG00000079335,-0.0272845804252912,0.720014003933063,0.592097085782574,2.69409628361212e-18,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
80,80,CDC16,ENSG00000130177,-0.0179673033234125,0.664157099652321,1.03490144269404,3.45336149520004e-110,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
81,81,CDC25C,ENSG00000158402,-0.0147077871524878,0.931226918100477,0.580554242101941,1.34304949323377e-20,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
82,82,CDC37,ENSG00000105401,-0.0475348762854565,0.165854547788736,-0.608293492035912,5.07249554101541e-85,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
83,83,CDCA8,ENSG00000134690,0.0269853476462185,0.668336782074821,0.544773824381616,2.41672831936047e-16,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
84,84,CDK12,ENSG00000167258,0.0176104366529854,0.668544346823708,0.715765063575568,1.13573967992952e-62,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
85,85,CDK5RAP3,ENSG00000108465,0.0428544260846176,0.325482647505589,1.02141113135981,1.00291288745759e-93,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
86,86,CDS2,ENSG00000101290,0.0654324649172909,0.177630879844275,0.51952473944747,5.75534707517164e-24,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
87,87,CENPC,ENSG00000145241,-0.0695462400025851,0.179089821371238,0.619595387007864,1.25291426752448e-28,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
88,88,CENPO,ENSG00000138092,0.0695800259989657,0.195169149134973,0.748306811721694,1.54027146631791e-36,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
89,89,CENPP,ENSG00000188312,0.0771818586803845,0.138419593492861,0.823558574548043,4.55508018485914e-46,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
90,90,CEP126,ENSG00000110318,0.0336075122567562,0.522914397352274,0.854817228988977,1.71590564973362e-52,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
91,91,CEP290,ENSG00000198707,-0.0420545941296327,0.34742818246682,0.59411533432667,8.77171360856272e-35,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
92,92,CERS4,ENSG00000090661,0.0618007070925098,0.362004366365159,0.870030590943443,7.11854276595804e-38,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
93,93,CGNL1,ENSG00000128849,0.0476097964873315,0.453545807292724,1.09789813681204,1.43834104130856e-61,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
94,94,CHD2,ENSG00000173575,0.041285268869397,0.389674011348257,0.683064776959325,2.07840078636694e-40,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
95,95,CIR1,ENSG00000138433,-0.0460900423052824,0.230993932853659,0.515773667472644,1.09175320374566e-36,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
96,96,CLASP1,ENSG00000074054,0.072325224897597,0.153735277500365,0.794625033607644,4.16671085253016e-46,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
97,97,CLIP4,ENSG00000115295,0.0308409735282064,0.582875500844366,0.593940233403886,2.38616490308339e-18,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
98,98,CLPTM1L,ENSG00000049656,-0.0415673508964696,0.346134261740943,-0.844437693189919,4.49148871026814e-103,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
99,99,CNTLN,ENSG00000044459,-0.0142813791422573,0.751320685608009,0.688125488603856,5.82243621738765e-46,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
100,100,COCH,ENSG00000100473,-0.0369655384782687,0.477816966889708,-0.798110589023507,2.62502657825814e-61,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
101,101,COIL,ENSG00000121058,0.0477226002265771,0.169929409274614,0.597898788251042,1.00575327370661e-55,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
102,102,COL4A3BP,ENSG00000113163,0.0291367336678095,0.567763150691882,0.629375149519985,1.26790549143138e-32,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
103,103,COPS7A,ENSG00000111652,0.0453379100915052,0.425219876875742,-1.14743418672868,1.31023810496949e-123,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
104,104,COX16,ENSG00000133983,-0.0460399275467732,0.409618829509503,-1.02501488971491,3.95788806396697e-91,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
105,105,CRAT,ENSG00000095321,0.00133837430548763,0.999067062976705,0.73561277542304,3.04050393264265e-30,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
106,106,CREB3L4,ENSG00000143578,0.0579515894862524,0.276038734746181,0.739481888075434,1.7742863209441e-37,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
107,107,CREBL2,ENSG00000111269,0.0665694999760499,0.231299090060247,-0.546408475456839,2.40543215262848e-23,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
108,108,CRTC3,ENSG00000140577,0.0599018415984934,0.219985287806266,1.38804938235652,1.02408450666425e-139,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
109,109,CTTNBP2,ENSG00000077063,-0.059936894419787,0.301828725243721,0.990537629452009,7.632404991123e-55,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
110,110,CUL1,ENSG00000055130,0.0572830874275061,0.202571036221986,0.918309021586982,6.92127325454934e-72,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
111,111,CXorf40B,ENSG00000197021,0.0845180734393458,0.150386449590617,0.973572980164112,1.53972463576495e-47,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
112,112,CYB5A,ENSG00000166347,-0.0568656839529095,0.176376627927427,0.562206741810132,4.67056712760889e-35,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
113,113,CYP20A1,ENSG00000119004,0.0364254469271598,0.532858425308334,0.795234310163933,2.72219396525185e-41,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
114,114,DDX39B,ENSG00000198563,-0.00792639641825108,0.831369902778507,0.76683842657614,1.32513153459547e-80,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
115,115,DDX42,ENSG00000198231,-0.0424348354248768,0.250757939956844,1.02480733873868,1.23032615989853e-120,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
116,116,DENND4C,ENSG00000137145,0.0114371688591019,0.820950341408185,0.515504336098238,9.96529863735893e-15,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
117,117,DENND5A,ENSG00000184014,-0.0732385941909942,0.253032286583027,0.570577223517609,2.97865134563377e-18,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
118,118,DERL1,ENSG00000136986,-0.0200028514250564,0.699907063242333,0.880768891596817,1.45162237269979e-56,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
119,119,DGAT1,ENSG00000185000,-0.0156473524503925,0.772766872396467,1.17461094187882,7.99207283638915e-81,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
120,120,DHX16,ENSG00000204560,0.0395310383800875,0.404840839041183,0.591550385567116,2.46114434222037e-33,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
121,121,DHX38,ENSG00000140829,-0.0543874778063496,0.278132222214791,0.514556220396477,1.48811844015136e-21,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
122,122,DIS3L2,ENSG00000144535,-0.0381827011519324,0.530773187661354,-0.600903038831223,1.87457981574734e-25,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
123,123,DMTN,ENSG00000158856,-0.0210564232134615,0.738586625805752,0.584842510475713,2.48322287719922e-20,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
124,124,DMXL1,ENSG00000172869,-0.0962683546603206,0.117718386208402,0.716174755549869,1.77959838558194e-27,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
125,125,DMXL2,ENSG00000104093,-0.0209673593700526,0.761730088266604,0.682207594490428,2.69132563733778e-31,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
126,126,DNA2,ENSG00000138346,0.0677160773232945,0.213361876226139,0.547461210931335,5.76411270617168e-20,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
127,127,DNAJB14,ENSG00000164031,0.0750910121754193,0.123398764807574,0.603316738927912,2.36880776549742e-30,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
128,128,DNAJB2,ENSG00000135924,0.0517453810060437,0.326117275411997,0.554235045900443,4.12863460962014e-23,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
129,129,DNAJC27,ENSG00000115137,-0.00754208131931253,0.891563874468779,0.655808402757492,3.75541201750382e-24,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
130,130,DNASE1,ENSG00000213918,-0.00561088279708536,0.918554362368627,0.51222771688264,8.56354349716186e-17,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
131,131,DNM1,ENSG00000106976,0.0977703231196561,0.107240445148024,0.890360258923073,4.09116222216754e-42,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
132,132,DOPEY1,ENSG00000083097,0.0693715575861032,0.201418073611248,1.12013854966385,5.82892677380046e-66,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
133,133,DYM,ENSG00000141627,0.0492967176799349,0.320844977833558,0.542859286506998,8.32735389956943e-25,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
134,134,E2F1,ENSG00000101412,-0.0733719020096197,0.178906505194939,0.667805506796932,1.87210605030688e-28,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
135,135,E2F4,ENSG00000205250,0.0581526625791448,0.23732650067366,-0.706402749083283,1.20515235559267e-55,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
136,136,E4F1,ENSG00000167967,0.0500301963401425,0.426525911191785,0.578538681934247,3.48832732254869e-20,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
137,137,EBAG9,ENSG00000147654,0.0484295888259657,0.354892497045352,0.629487500850104,3.63962815883692e-28,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
138,138,ECHDC3,ENSG00000134463,-0.0222144254472288,0.725480934902467,-0.574543552458422,4.3854772803168e-30,cis,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
139,139,EID2B,ENSG00000176401,-0.0533346252103054,0.26606773998045,0.565729758025802,1.79052252595821e-27,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
140,140,EIF3G,ENSG00000130811,0.0279205611696519,0.342730553615758,-0.515310186464215,2.91256183663224e-80,trans,Repressed,Pt4,X5,1,Genes that remain fixed after drug withdrawal
141,141,EIF4ENIF1,ENSG00000184708,0.00884981444447598,0.943402161389254,0.674395390308981,8.01366877495435e-31,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
142,142,ELAC1,ENSG00000141642,0.0298229544457472,0.572894421799646,1.14007985450046,3.14043059654586e-79,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
143,143,ELAVL4,ENSG00000162374,-0.0775340000710717,0.160562308811174,0.586070491157455,2.84364418807476e-23,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
144,144,ELMOD3,ENSG00000115459,-0.0418182975184744,0.501371905290116,0.502865388586998,4.22256398636846e-15,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
145,145,ELMSAN1,ENSG00000156030,-0.0141001317805844,0.821790807264899,0.522046559957256,1.48307524464079e-16,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
146,146,ENDOG,ENSG00000167136,-0.0771194514773617,0.133512624973369,0.809719977848684,3.37124803319897e-46,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
147,147,EPG5,ENSG00000152223,0.0253733854575625,0.70896882806685,0.726621182330747,1.09408578558067e-26,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
148,148,EPHB6,ENSG00000106123,0.0270436137656585,0.701155003168441,0.83530219628997,4.91052298383151e-40,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
149,149,EPHX2,ENSG00000120915,-0.0178320502638369,0.798571940313734,1.04400835040792,6.50470350328343e-59,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
150,150,ERCC6,ENSG00000225830,0.0817622223994022,0.139052030374559,0.668510806830647,3.11778185682313e-26,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
151,151,ERCC6,ENSG00000225830,0.0817622223994022,0.139052030374559,0.668510806830647,3.11778185682313e-26,trans,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
152,152,ERCC6L2,ENSG00000182150,0.0322725285568583,0.508652358069346,1.10275942935596,2.92234743730132e-89,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
153,153,ERLIN2,ENSG00000147475,0.0556025786107021,0.296224235321375,0.758946844123784,1.01208474439534e-41,cis,Induced,Pt4,X5,1,Genes that remain fixed after drug withdrawal
